ID,tweet_text,tweet text,0
4518,"b'#SundayHeadlines 20th of September 2020  1. Anxiety as #PDP, #APC dispute Edo election results - https://t.co/Ww0ISnyGkF   2. #Shodipe: Making of an alleged serial killer - https://t.co/uyWyhC4YMz   3. #Lagos okays full reopening of churches, mosques - https://t.co/5YC5Tglph8 https://t.co/XAs7SkRVxh'", th of September Anxiety as dispute Edo election results Making of an alleged serial killer okays full reopening of churches mosques ,0
4519,"b'#EdoElection: Billionaire Captain Hosa Okunbo, who threw his money and influence behind Ize-Iyamu of the APC, suffers humiliating defeat in his Oredo Ward 2 Unit 3 polling unit; APC: 59. PDP 198. #INEC #APC #PDP. #naija https://t.co/hoaG66PQHq'", Billionaire Captain Hosa Okunbo who threw his money and influence behind Ize Iyamu of the APC suffers humiliating defeat in his Oredo Ward Unit polling unit APC PDP ,1
4520,"b'#EdoElection: Billionaire Captain Hosa Okunbo, who threw his money and influence behind Ize-Iyamu of the APC, suffers humiliating defeat in his Oredo Ward 2 Unit 3 polling unit; APC: 59. PDP 198. #INEC #APC #PDP'", Billionaire Captain Hosa Okunbo who threw his money and influence behind Ize Iyamu of the APC suffers humiliating defeat in his Oredo Ward Unit polling unit APC PDP ,1
4521,b'Edo Elections Update: #PDP Raises Alarm Over Replacement Of Results https://t.co/zFhp4Jl0eJ #politics #apc', Edo Elections Update Raises Alarm Over Replacement Of Results ,0
4522,"b'Just published: front page of Sunday Independent Newspapers for tomorrow, 20 September 2020. #EdoDecides2020 #APC #PDP #COVID19Nigeria #Nigeria #NewsPaper #FrontPage https://t.co/MuLtraInE0'", Just published front page of Sunday Independent Newspapers for tomorrow September ,0
4523,b'#Wike is really a big fish in #PDP!!! see how #APC &amp; IG of Police are monitoring him as if he is the Contestant. https://t.co/QXVWvTw8WG', is really big fish in see how amp IG of Police are monitoring him as if he is the Contestant ,0
4524,"b""Every #PDP supporter is crying #ProtectYourVotes why aren't we getting same energy from #APC ... one thing is clear #APC wants to fuck shit up in #EdoElection and God will punish thier efforts...because Edo people spoke today #GODWINOBASEKI is our winner""", Every supporter is crying why are not we getting same energy from one thing is clear wants to fuck shit up in and God will punish thier efforts because Edo people spoke today is our winner ,1
4525,"b""@aminusumar You guys that can't deliver Kano to #PDP are busy sympathy with #edo #PDP while Baba #Ganduje  did everything possible to deliver Edo to actual mandate which is #APC""", You guys that can not deliver Kano to are busy sympathy with while Baba did everything possible to deliver Edo to actual mandate which is ,1
4526,b'Vote buying openly reigned in the just concluded Edo State Governorship election.  #APC #Edo2020 #Inec #PDP #VoteBuying https://t.co/yKvDZN9b63 https://t.co/JpHc9zB1Yt', Vote buying openly reigned in the just concluded Edo State Governorship election ,1
4527,"b""This #EdoDecides2020 na wa o! On twitter, both parties are accusing each other of rigging the election. Who's saying the truth? #APC #PDP""", This na wa of On twitter both parties are accusing each other of rigging the election who is saying the truth ,1
4528,b'#PDP #1000 for #votes #APC #5000 for  #votes  At the end u sold your #freedom #EdoDecides2020', for for At the end you sold your ,0
4529,"b'Rigging elections is not just the shower of bullets,armed mens and thugs from both sides, it is also tactical on both sides.   I mean it #APC will loose and this should be the red line between #PDP and #APC.   No more Rigging Election in Nigeria \xe2\x9d\x8c\xe2\x9d\x8c  #EdoVoteWatch2020'", Rigging elections is not just the shower of bullets armed mens and thugs from both sides it is also tactical on both sides mean it will loose and this should be the red line between and No more Rigging Election in Nigeria xe xe ,1
4530,b'#Obaseki: I\xe2\x80\x99m disappointed with #INEC - #APC #EdoElection #PDP -  READ MORE: https://t.co/9QnS2mxysa - https://t.co/8dXP5sPD6U', xe disappointed with READ MORE ,0
4531,b'#Obaseki: I\xe2\x80\x99m disappointed with #INEC - #APC #EdoElection #PDP -  READ MORE: https://t.co/9QnS2mxysa - https://t.co/hvbJkcxihn', xe disappointed with READ MORE ,0
4532,b'@okeysco @dino_melaye @OfficialAPCNg That #PDP script well interpreted by #APC', That script well interpreted by ,0
4533,b'I\xe2\x80\x99ll monitor the election from Benin because network reception in my village is poor - Ize-Iyamu - #APC #EdoElection #IzeIyamu #Obaseki #PDP -  READ MORE: https://t.co/51q4AEKVpm - https://t.co/QA3SQ8ewLD', xe ll monitor the election from Benin because network reception in my village is poor Ize Iyamu READ MORE ,0
4534,"b""Election theft under @OfficialAPCNg continues to thrive because #PDP has failed as a serious opposition.  When #APC stole #NigeriaDecides2019, Kano, Kogi &amp; Imo, #PDP continued to preach peace.  The violent will continue to subjugate you when you can't fight.""", Election theft under continues to thrive because has failed as serious opposition When stole Kano Kogi amp am going to continued to preach peace The violent will continue to subjugate you when you can not fight ,1
4535,b'Police Reveals Major Reasons For Restricting Gov Wike\xe2\x80\x99s Movement In Edo State  https://t.co/zggSmpzPbH  #BBNajia #BBNaijaLockdown #EdoDecides2020 #EdoNoBeLagos #EDOELECTIONS #EdoMarshalSaysTorgba #EdoVoteWatch2020 #edodecide2020 #EdoMustMoveForward #EdoElectionUpdate #APC #PDP', Police Reveals Major Reasons For Restricting Gov Wike xe Movement In Edo State ,0
4536,"b""@PremiumTimesng #PDP shouldn't get excited cause #APC and the people in charge can still manipulate it""", should not get excited because and the people in charge can still manipulate it ,0
4537,"b""@nasmalik101 Old man no dey carry last for Voting oh. Even though he's not feeling fine him still go vote as usual.. Baba like Politics like say tomorrow no dey.... May d best Rigger (Ops Player) win... #APC #PDP #EdoDecides2020""", Old man no dey carry last for Voting oh Even though he is not feeling fine him still go vote as usual Baba like Politics like say tomorrow no dey May best Rigger Ops Player win ,1
4538,b'The peopled Edo state and the whole Nigeria should know that election is not war. After all both #PDP and #APC are the same difference. May God help us all #EdoDecides2020', The peopled Edo state and the whole Nigeria should know that election is not war After all both and are the same difference May God help us all ,0
4539,"b""The land of the rising sun. Biafra my father land. Our fathers paid the price by fighting the war. Their labour won't be in vain. #EdoDecides2020 #Obaseki2020 #nigeria #pdp #APC https://t.co/FC6I7mGsjq""", The land of the rising sun Biafra my father land Our fathers paid the price by fighting the war Their labour will not be in vain ,0
4540,"b'A band of thugs loyal to the Peoples Democratic Party, PDP have reportedly hijacked electoral materials at a polling unit in Tipper Garage, Egor.  #APC #APCchairman #Edoelection #GodwinObaseki #IzeIyamuOsagie #PDP #PDPEdo https://t.co/9A8L0NzjGD https://t.co/hJOvnLxwpx'", band of thugs loyal to the Peoples Democratic Party PDP have reportedly hijacked electoral materials at polling unit in Tipper Garage Egor ,0
4541,"b""#Thread  Woke up to some APC, PDP brouhaha which made me chuckle.   Truth is #APC and #PDP are basically two sides of the SAME coin. There's hardly any difference btw the two apart from the side they're facing at any particular point in time. Head or tails doesn't matter as long""", Woke up to some APC PDP brouhaha which made me chuckle Truth is and are basically two sides of the SAME coin there is hardly any difference btw the two apart from the side they are facing at any particular point in time Head or tails does not matter as long ,0
4542,"b'Today is today, the great people of  Edo State would decide who become their next Governor.  We want a peaceful and transparent election in heartbeat of the Nation today.  #EdoDecides2020 #EdoNoBeLagos #EdoElection #Edo2020 #APC #PDP #Obaseki2020 @OfficialAPCNg @OfficialPDPNig'", Today is today the great people of Edo State would decide who become their next Governor We want peaceful and transparent election in heartbeat of the Nation today ,0
4543,"b""Obaseki was in #APC 4yrs ago now in #PDP. IZE IYAMU was in #PDP 4yrs ago now in #APC.  ALL of them have one common interest POLITICAL POWER. COME OUT &amp; VOTE BUT DON'T DIE FOR IT.After this election most Politician might all end up in one big hotel partying #Edo2020 #edodecide2020""", Obaseki was in yrs ago now in IZE IYAMU was in yrs ago now in ALL of them have one common interest POLITICAL POWER COME OUT amp VOTE BUT do not DIE FOR IT After this election most Politician might all end up in one big hotel partying ,0
4544,"b""My prayers are with the people of Edo State! ONLY GOD'S VERDICT SHALL STAND #VoteNotFight #ElectionNobeWar #PDP #APC  #INEC""", My prayers are with the people of Edo State ONLY GOD VERDICT SHALL STAND ,0
4545,b'I wish we could blur out party and tribal lines and just work for the good of Nigeria. #PDP #APC #EdoDecides2020', wish we could blur out party and tribal lines and just work for the good of Nigeria ,0
4546,"b'As the Ondo Governorship election draws closer, the APC and Incumbent Governor, Arakunrin Rotimi Akeredolu, has been distributing Customized Ludo Game and Customized Slippers to woo electorates.  #APC #OndoElection #PDP https://t.co/grItun0iPN https://t.co/I6OeHlTSnn'", As the Ondo Governorship election draws closer the APC and Incumbent Governor Arakunrin Rotimi Akeredolu has been distributing Customized Ludo Game and Customized Slippers to woo electorates ,0
4547,"b'PDP Raises Alarm Over Alleged Siege Laid On Governor Wike In Edo State, Threatens To Hold IGP Responsible   #APC #Edo2020 #Election #PDP https://t.co/WuUnxrLP1r https://t.co/DjWJC6Z8MU'", PDP Raises Alarm Over Alleged Siege Laid On Governor Wike In Edo State Threatens To Hold IGP Responsible ,0
4548,"b'Dear Lord, when our leaders and cronies are done crippling the economy, help us to fight them in ways worse than Pharaoh was dealt with. Then help us have the foresight to know whom to elect that would know how to lead #Nigeria right. #NigeriaAt60  #APC #PDP'", Dear Lord when our leaders and cronies are done crippling the economy help us to fight them in ways worse than Pharaoh was dealt with Then help us have the foresight to know whom to elect that would know how to lead right ,1
4549,b'As at last year #15December2019   I foresee today #politics in #Edostate #PDP #APC #PoliticalParties @inecnigeria @OfficialPDPNig @PDP_2023  @OfficialAPCNg  #inec #PoliticsToday #PoliciasAsesinos #Politicsreveiw #Edo2020 #EdoDecides2020 #EdoElection #EdoGovernorshipDebate https://t.co/0kXDq3IKhb', As at last year foresee today in ,0
4550,b'As at last year #15December2019   I foresee today #politics in #Edostate #PDP #APC #PoliticalParties @inecnigeria @OfficialPDPNig @PDP_2023  @OfficialAPCNg  #inec #PoliticsToday #PoliciasAsesinos #Politicsreveiw #Edo2020 #EdoDecides2020 #EdoElection #EdoGovernorshipDebate https://t.co/PuFEjII9GK', As at last year foresee today in ,0
4551,"b'Rivers State Governor Under Siege In Benin, Weeks After Ganduje Threatened to Quarantine Wike  Stay Connected Kindly follow us   #APC #PDP #politics #edostate #election Read More Here&gt;&gt; https://t.co/W56a1myvch https://t.co/yAv7j3wwgl'", Rivers State Governor Under Siege In Benin Weeks After Ganduje Threatened to Quarantine Wike Stay Connected Kindly follow us Read More Here gt gt ,0
4552,"b""@adeyanjudeji #PDP leaders aren't smart. By now, they should have known how #APC operates. I expect PDP to have preempted their opponents thuggery. This same method was used in Kogi.... That's who they are. It's their mentality. They would never change. PDP should've known that....""", leaders are not smart By now they should have known how operates expect PDP to have preempted their opponents thuggery This same method was used in Kogi that is who they are it is their mentality They would never change PDP should have known that ,0
4553,b'Once you allow your enemies to gain entrance to your compound and walk freely in your home. Then you are certainly finished and ONLY neighbors or God can safe you and your households. #Obaseki #Wike #APC #PDP #Edo2020', Once you allow your enemies to gain entrance to your compound and walk freely in your home Then you are certainly finished and ONLY neighbors or God can safe you and your households ,1
4554,b'@Okeydegeneral @PDP_2023 @PoliceNG #EU. #Uk.  Everybody come and see what #APC  is turning Nigeria into. #PDP', Everybody come and see what is turning Nigeria into ,0
4555,b'Just as always it started... only God knows what would happen between now and tomorrow evening!! When complaint &amp; counter complaint are made you already know the battle as begun!! We surely never grow.. #Edoelections2020 #pdp #apc', Just as always it started only God knows what would happen between now and tomorrow evening When complaint amp counter complaint are made you already know the battle as begun We surely never grow ,0
4556,"b'Andrew Ogunsakin , an Aide to Governor Rotimi Akeredolu of Ondo state who resigned his appointment on Friday, has teamed up with the deputy governor, Mr Agboola Ajayi.  #APC #OndoElection #PDP #ZLP https://t.co/Sy1CTmh1B5 https://t.co/7OQWFqZG9O'", Andrew Ogunsakin an Aide to Governor Rotimi Akeredolu of Ondo state who resigned his appointment on Friday has teamed up with the deputy governor Mr Agboola Ajayi ,0
4557,"b'Edo 2020: Your political lives in danger if APC wins, Wike tells PDP leaders  https://t.co/toCX5F1kYl  #headlines #APC #politics #PDP #Edo2020 #EdoDecides2020 #tostvnetwork https://t.co/opHplNZrOi'", Edo Your political lives in danger if APC wins Wike tells PDP leaders ,1
4558,"b""#EdoDecides2020 The 2 'big'political parties swapped candidates from last Governorship elections  #APC candidate is now current #PDP candidate &amp; Vice Versa  In the absence of ideological differences-What is the #election really about?   Do other Parties have a chance? If Not-Why? https://t.co/04mMQd4yeb""", The big political parties swapped candidates from last Governorship elections candidate is now current candidate amp Vice Versa In the absence of ideological differences What is the really about Do other Parties have chance If Not Why ,0
4559,"b'Your vote, your right \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc Vote, not fight   Edo state \xf0\x9f\x99\x8f #Edostate2020 #Edoelection #PDP #APC'", Your vote your right xf xf xbc Vote not fight Edo state xf ,0
4560,"b'Edo election: Former Commissioner for Arts, Culture, and Tourism, Jemitola Decamps to PDP https://t.co/7Q4lMjJ1UU via @Politics3601 #EdoDecides2020 #FridayMotivation #APC #PDP'", Edo election Former Commissioner for Arts Culture and Tourism Jemitola Decamps to PDP via ,0
4561,"b'I\xe2\x80\x99m committed to a free, fair election in Edo but that isn\xe2\x80\x99t enough - #Buhari - #APC #Edoelection #Obaseki #PDP -  READ MORE: https://t.co/vxapTOEgeZ - https://t.co/rTl7CV5aLG'", xe committed to free fair election in Edo but that isn xe enough READ MORE ,0
4562,b'1 DAY TO EDO STATE ELECTION EDO CITIZENS SPEAK OUT We went out to seek Opinion from Edo citizens on  who is their  preferred candidate and why they choose to support that party or individual . #Edoelection2020 #APC #PDP #Buhari  #tinubu #Pio #Obaseki #izeiyamu  #tundeednut https://t.co/blepMpbWUd', DAY TO EDO STATE ELECTION EDO CITIZENS SPEAK OUT We went out to seek Opinion from Edo citizens on who is their preferred candidate and why they choose to support that party or individual ,0
4563,"b'#OndoVotes: ZLP Harvests More APC, PDP Defectors In Ifedore https://t.co/kUGW7uUesG via @Theleadnews  @theleadng_News  @OndoAPC  #APC  #PDP  #TrendingNow  #explorepage'", ZLP Harvests More APC PDP Defectors In Ifedore via ,0
4564,"b'EDO AS IT STANDS NOW: #APC 1 SENATE SEAT. #PDP 2 SENATE SEATS. #APC 3 REP SEATS. #PDP 6 REP SEATS. 2019 PRESIDENTIAL ELECTIONS: #APC/BUHARI= 267,842. #PDP/ATIKU= 275,699 #APC 46% VOTES(BUHARI) #PDP 56% VOTES (ATIKU) #PDP 95% of LGA Chairmen #PDP 100%Elected Councillors https://t.co/ydr9ChEI4Z'", EDO AS IT STANDS NOW SENATE SEAT SENATE SEATS REP SEATS REP SEATS PRESIDENTIAL ELECTIONS BUHARI ATIKU VOTES BUHARI VOTES ATIKU of LGA Chairmen Elected Councillors ,0
4565,"b'fabrics can be given to them. The gubernatorial election in Edo state, according to INEC is scheduled to hold on Saturday, September 19. #nansmarkblog #edo #edoelections #inec #inecnigeria #pdp #apc'", fabrics can be given to them The gubernatorial election in Edo state according to INEC is scheduled to hold on Saturday September ,0
4566,"b'Edo Election will be \xe2\x80\x98bloody\xe2\x80\x99, thugs have arrived Benin City - APC Cries out.   #apc #EdoElection #Pdp https://t.co/Y8LDOz6H3m https://t.co/hCcxSUvde6'", Edo Election will be xe bloody xe thugs have arrived Benin City APC Cries out ,0
4567,"b""Nigeria is gradually getting to the place were states governorship elections takes huge interest from the people just like in the past!!! Until we resolve states made issues we aren't solving problems at the top! #Pdp #Apc #Nigeriaelections""", Nigeria is gradually getting to the place were states governorship elections takes huge interest from the people just like in the past Until we resolve states made issues we are not solving problems at the top ,0
4568,"b""Let's see if we can Survive the Edo &amp; Ondo States governorship elections before talking about it aftermath!! #Pdp #Apc #Inec""", let us see if we can Survive the Edo amp Ondo States governorship elections before talking about it aftermath ,0
4569,b'Edo Election: Check Out The Numbers Of Forces Deployed To Ensure A Smooth And Peaceful Election #EdoGovernorshipDebate #EdoDecides2020 #EdoNoBeLagos #Apc #PDP #ObasekiCoastsToVictory https://t.co/yREGeI4LC1 via @Nigeria Info Daily', Edo Election Check Out The Numbers Of Forces Deployed To Ensure Smooth And Peaceful Election via Info Daily ,0
4570,"b'Do you guys remember this, the Hon. Orubebe was trying to save us from warning us about this type of change.   #orubebe #change #apc #pdp #politics @ Lagos, Nigeria https://t.co/DmM8sgKENK'", Do you guys remember this the Hon Orubebe was trying to save us from warning us about this type of change Lagos Nigeria ,0
4571,"b'Five years down the line, Nigerians are now counting their losses rather than gains. APC is gradually killing all other political parties in the country.""  #APC #CNPP #Edo2020 #Inec #PDP https://t.co/zGymUchYJY https://t.co/HEy1sQy9tS'", Five years down the line Nigerians are now counting their losses rather than gains APC is gradually killing all other political parties in the country ,1
4572,"b'\xe2\x80\x9cFive years down the line, Nigerians are now counting their losses rather than gains. APC is gradually killing all other political parties in the country.\xe2\x80\x9d  #APC #CNPP #Inec #Ondo2020 #PDP https://t.co/HOfV10kqYI https://t.co/7gEr0PJcb0'", xe cFive years down the line Nigerians are now counting their losses rather than gains APC is gradually killing all other political parties in the country xe ,1
4573,b'EDO 2020: Oyo NSCDC Deploys 150 Armed Personnel To Complement Other Security Outfits   #APC #Edo2020 #Oyo #PDP #Security https://t.co/eXjoBqqUbd https://t.co/jcPaXORoDC', EDO Oyo NSCDC Deploys Armed Personnel To Complement Other Security Outfits ,0
4574,"b'The APC, Lagos State chapter, says the party and its leader, Asiwaju Bola Tinubu,  would drag Obaseki to court for alleged libel against them.  #APC #BolaTinubu #Edo2020 #GodwinObaseki #PDP https://t.co/UBs9xdUqp7 https://t.co/47TMOVkZ4k'", The APC Lagos State chapter says the party and its leader Asiwaju Bola Tinubu would drag Obaseki to court for alleged libel against them ,0
4575,"b'Prince Uche Secondus, the National Chairman of opposition Party,  the PDP, has warned that Edo election may be the last held in the country should anyone rig it.  #APC #AsoRock #Edo2020 #Inec #Ondo2020 #PDP #PMBuhari https://t.co/Qwny4Gkm7Q https://t.co/ctgWHPpG6g'", Prince Uche Secondus the National Chairman of opposition Party the PDP has warned that Edo election may be the last held in the country should anyone rig it ,1
4576,"b'News Across Nigeria: The British High Commission Abuja note of advise unveiled ahead of the September 19 &amp; October 10 Governorship elections of Edo and Ondo states,Nigeria respectively-@UKinNigeria  #COVID19, #VoteBuying #APC #PDP #LayconGoingNowhere #Otedola https://t.co/k2uFo8MkvL'", News Across Nigeria The British High Commission Abuja note of advise unveiled ahead of the September amp October Governorship elections of Edo and Ondo states Nigeria respectively UKinNigeria ,0
4577,b'Clay Richie: Offensive Against the Wrong Target By Kayode Komolafe https://t.co/ZAaZyjyUqd #News #Nigeria #Africa #Politics #PMB #APC #Buhari #PDP #Security #Poverty #Justice #Unity #Covid19 #Corruption #INEC #Election2020 #PoliticsToday', Clay Richie Offensive Against the Wrong Target By Kayode Komolafe ,1
4578,"b'EDO 2020: ""Wear Your Jeans, No Skirt""- Wike Tells Edo Women At Obaseki\'s Campaign Finale- (Video)#wike #EdoNoBeLagos #EdoDecides2020 #WednesdayMotivation #EndSarz #Ozone #APC #Pdp https://t.co/TGcptWXzJx'", EDO Wear Your Jeans No Skirt Wike Tells Edo Women At Obaseki Campaign Finale Video ,0
4579,b'Mock election turns rowdy in Ondo  Source @thenationnewspaper #thenationewspaper #ondonews #ondo2020 #politics #APC #PDP #ZLP #Nigeria https://t.co/YCyZ1x9fvS', Mock election turns rowdy in Ondo Source ,0
4580,b'EDO 2020: PDP Will Convincingly Win Election - Wike  #APC #INECInCharge #PDP https://t.co/iQ0WKZ3RmJ https://t.co/w2HJLJWlw2', EDO PDP Will Convincingly Win Election Wike ,0
4581,b'Baby WEALTH is singing For   GODWIN OBASEKI  the GOVERNOR OF EDO STATE. She likes him so much. #EdoGovernorshipDebate #EdoDecides2020 #EdoPDPGrandFinale #Godwinobaseki #ObasekiForGovernor #Obaseki2020 #ObasekiTestimonies #PDP #PDPresents #APC #INEC #EdoMustMoveForward #edostate https://t.co/vR44cKEf17', Baby WEALTH is singing For GODWIN OBASEKI the GOVERNOR OF EDO STATE She likes him so much ,0
4582,b'Vote wisely my people #pdp #apc #edoelection2020 #september19th   @nnyinitiative @inecnigeria @governorobaseki @pastorizeiyamu https://t.co/MQfzl2eTIr', Vote wisely my people ,0
4583,b'A ruling party at the center is the one with the greatest incentive and capability to rig election. It was the same with PDP.  Nigeria is now a pathetic and failed country.   #APC #AsoRock #Edo2020 #Inec #PDP #PMBuhari https://t.co/HvLwsU9muL https://t.co/CIIKS6faPh', ruling party at the center is the one with the greatest incentive and capability to rig election It was the same with PDP Nigeria is now pathetic and failed country ,1
4584,"b'Please reject Obaseki he\xe2\x80\x99s a dictator ""Tinubu begs Edo voters"" - #APC #BolaTinubu #EdoElection #GodwinObaseki #PDP -  READ MORE: https://t.co/TnhbYQFs6X - https://t.co/OpK8OweSnp'", Please reject Obaseki he xe dictator Tinubu begs Edo voters READ MORE ,0
4585,"b'Governor Obaseki does not respect the rule of Law. Reject him the way he rejected the 14 law makers in Edo state from being sworn in - APC National Leader, Asiwaju Bola Tinubu   #APC #EdoDecide #BolaTinubu #GovElection #PDP #GovObaseki #Oshiomole https://t.co/bNj7XmYFgm'", Governor Obaseki does not respect the rule of Law Reject him the way he rejected the law makers in Edo state from being sworn in APC National Leader Asiwaju Bola Tinubu ,0
4586,b'Clay Richie: Failed state: The fallacy in Lai Mohammed\xe2\x80\x99s respon... https://t.co/cMJSzAlUs9 #News #Nigeria #Africa #Obasanjo #APC #PDP #Buhari #failedstate #FailedPresident #Economy #Security #Poverty #Petrolhike', Clay Richie Failed state The fallacy in Lai Mohammed xe respon ,0
4587,b'Gov Akeredolu lambasts PDP over Ondo INEC office fire outbreak https://t.co/yCcnqIxYQi via @Politics3601 #OndoDeservesBetter #ondosate #NigeriansMustGo #Nigeria #Election2020 #APC #PDP', Gov Akeredolu lambasts PDP over Ondo INEC office fire outbreak via ,0
4588,"b'Uzodimma Rallies Igbo Support for Ize-Iyamu, Vows #PDP, Obaseki\xe2\x80\x99ll be Stopped from Rigging https://t.co/KA26l6eILW via @Tellng #APC'", Uzodimma Rallies Igbo Support for Ize Iyamu Vows Obaseki xe ll be Stopped from Rigging via ,1
4589,b'Former President Olusegun Obasanjo came under fire on Sunday for criticising the state of the nation under President Muhammadu Buhari.  #APC #ObasanjounderfireoverattackonBuharigovt #OlusegunObasanjo #PDP #PresidentMuhammaduBuhari https://t.co/zmUK8fjLa2 https://t.co/Gp0Zzh35U2', Former President Olusegun Obasanjo came under fire on Sunday for criticising the state of the nation under President Muhammadu Buhari ,0
4590,b'Former President Olusegun Obasanjo came under fire on Sunday for criticising the state of the nation under President Muhammadu Buhari.  #APC #ObasanjounderfireoverattackonBuharigovt #OlusegunObasanjo #PDP #PresidentMuhammaduBuhari https://t.co/zmUK8fjLa2 https://t.co/yudnCSkany', Former President Olusegun Obasanjo came under fire on Sunday for criticising the state of the nation under President Muhammadu Buhari ,0
4591,"b'#APC get Mind Pass #PDP  PDP only know how to talk, no action.   #LayconNeedsYou'", get Mind Pass PDP only know how to talk no action ,0
4592,"b'@vanguardngrnews I check ebody reply 2 dis tweet, #MBuhari have lost public opinion completely bt in 2023 #APC and #PDP will still see thousands if nt millions dat will be campaigning for dem base on their fake promise again Which administration have achieve 80% of it goal in this country before?'", check ebody reply dis tweet have lost public opinion completely bt in and will still see thousands if nt millions dat will be campaigning for dem base on their fake promise again Which administration have achieve of it goal in this country before ,0
4593,"b""#APC and Pride. Very condescending to all opposition. You can't advise them. #pdp #Obasanjo #atiku #naija""", and Pride Very condescending to all opposition You can not advise them ,1
4594,b'#NIGERIA - PRESIDENT #MuhammaduBuhari FOCUSED ON #NationBuilding THE UNITY OF NIGERIA ....(&amp; GETTING THE NATIONS TREASURY OUT OF ALL THE #ContractScams THAT #PDP HAS PUT IT INTO OVER THE LAST 15 YEARS)...#AfricaIn2020 #AFCFTA #APC #BlackExcellence #Africa  https://t.co/zR0b92dxHu', PRESIDENT FOCUSED ON THE UNITY OF NIGERIA amp GETTING THE NATIONS TREASURY OUT OF ALL THE THAT HAS PUT IT INTO OVER THE LAST YEARS ,0
4595,b'Na who you think say go win this debate? Shey na Governor Obaseki of the PDP abi na Pastor Osagie Ize-Iyamu of the APC? Make sure say you tune in to find out.  #EdoStateGubernatorialDebate #EdoStateElection #EdoState #APC #PDP #Election #Debate #GodwinObaseki #OsagieIzeIyamu', Na who you think say go win this debate Shey na Governor Obaseki of the PDP abi na Pastor Osagie Ize Iyamu of the APC Make sure say you tune in to find out ,0
4596,b'Ceding sovereignty to China \xf0\x9f\x87\xa8\xf0\x9f\x87\xb3 for railways project...this is getting more serious #Nigerian #bbnaija2020 #BBNaija Now we need\xf0\x9f\x98\xa9help!!!!!!!#PDP #APC', Ceding sovereignty to China xf xa xf xb for railways project this is getting more serious Now we need xf xa help ,0
4597,"b'@AIT_Online Among PDP and APC who is the master planner of election violence, thuggery, intimidation, electoral fraud &amp; judicial manipulations? Who manipulated the spectacular victory of the #PDP govship candidate in #Kano &amp; #Osun? #APC is just applying tactics to divert attention.'", Among PDP and APC who is the master planner of election violence thuggery intimidation electoral fraud amp judicial manipulations Who manipulated the spectacular victory of the govship candidate in amp is just applying tactics to divert attention ,1
4598,"b'The Governor of Bauchi State, Bala Mohammed, has dismissed former Speaker of the House of Representatives, Yakubu Dogara as a liar, and an unreliable character.  #APC #BalaMohammed #PDP #YakubuDogara https://t.co/yiFZwwAJ2t https://t.co/Outjb1W2AP'", The Governor of Bauchi State Bala Mohammed has dismissed former Speaker of the House of Representatives Yakubu Dogara as liar and an unreliable character ,0
4599,b'@MayorOfUyo #Uniforms can actually provide entertainment for your team if they\xe2\x80\x99re a part of the creation process.   #B2bmarketing #b2b #b2cmarketing #SEO #bbnaaija2020 #bbnaijalockdown #banks #brandingidentity #realestaovernmentagencies #apc  #pdp #construction #socialmedia https://t.co/2kzc8gQYqS', can actually provide entertainment for your team if they xe re part of the creation process ,0
4600,"b'Ondo deputy governor dumps PDP, decamp to ZLP https://t.co/bzL6GVM2aj via @Politics3601 #ONDO2020 #PDP #APC #zlp'", Ondo deputy governor dumps PDP decamp to ZLP via ,0
4601,b'Turn by turn is base on #APC program not zoo constitution besides instead an igbo man to rule #nigeria an hausa will win under #PDP https://t.co/44aS8mzU5m', Turn by turn is base on program not zoo constitution besides instead an igbo man to rule an hausa will win under ,0
4602,"b'Hon. Ossai Nicholas uncovers #Loan Agreement conceding #Nigeria #Sovereignty to China, if loan agreement btw Nigeria n Export-Import Bank of China is breached, demands Nigeria to sign off some certain level of its sovereignty n be recolonized. #NigeriansDeserveBetter #APC #PDP https://t.co/n9zR8JlcHJ'", Hon Ossai Nicholas uncovers Agreement conceding to China if loan agreement btw Nigeria Export Import Bank of China is breached demands Nigeria to sign off some certain level of its sovereignty be recolonized ,0
4603,"b'The Presidency on Friday responded to a call made by the Peoples Democratic Party, asking the President Muhammadu Buhari to resign.  #APC #PDP #Presidency #PresidentMuhammaduBuhari https://t.co/b3bVcj6jy8 https://t.co/tTfoNslom8'", The Presidency on Friday responded to call made by the Peoples Democratic Party asking the President Muhammadu Buhari to resign ,0
4604,b'Defecting from one political party to another at the slightest chance is a clear case of lack of political ideology. Interest more personal than selfless service. Which way politicians? #PDP #APC', Defecting from one political party to another at the slightest chance is clear case of lack of political ideology Interest more personal than selfless service Which way politicians ,1
4605,b'Who would you like to see as president of Nigeria in 2023? #BigBrotherNaijaLockdown2020 #Buhari #NDDCProbe #Davido #Nigeria #pdp #apc', Who would you like to see as president of Nigeria in ,0
4606,b'\xe2\x80\x9cI cannot understand how you can leave the light of PDP and willingly enter APC\xe2\x80\x99s darkness\xe2\x80\x9d \xe2\x80\x93 FFK reacts to Dogara\xe2\x80\x99s defection https://t.co/KI7JYutZyc   #PDP #APC #PoliticsToday #politics #FFK #Dogara', xe cI cannot understand how you can leave the light of PDP and willingly enter APC xe darkness xe xe FFK reacts to Dogara xe defection ,0
